Character;Sentence;Sentence_tokenized;Sentence_lemmatized;Sentence_cleared
Fudge;Oh, by the way, Harry. Whilst you're here, it would be best if you didn't wander.;['oh', 'by', 'the', 'way', 'harry', 'whilst', 'you', 'here', 'it', 'would', 'be', 'best', 'if', 'you', 'did', 'wander'];['oh', 'by', 'the', 'way', 'harry', 'whilst', 'you', 'here', 'it', 'would', 'be', 'best', 'if', 'you', 'did', 'wander'];['oh', 'way', 'harry', 'whilst', 'would', 'best', 'wander']
Vendor;Right! You gonna move that bus or what?;['right', 'you', 'gon', 'na', 'move', 'that', 'bus', 'or', 'what'];['right', 'you', 'gon', 'na', 'move', 'that', 'bus', 'or', 'what'];['right', 'gon', 'na', 'move', 'bus']
Housekeeper;Housekeeping! I'll come back later.;['housekeeping', 'i', 'come', 'back', 'later'];['housekeeping', 'i', 'come', 'back', 'later'];['housekeeping', 'back', 'later']
Ron;I'm warning you, Hermione.;['i', 'warning', 'you', 'hermione'];['i', 'warning', 'you', 'hermione'];['warning', 'hermione']
Ron;Keep that beast away from Scabbers, or I'll turn it into a tea cozy.;['keep', 'that', 'beast', 'away', 'from', 'scabbers', 'or', 'i', 'turn', 'it', 'into', 'a', 'tea', 'cozy'];['keep', 'that', 'beast', 'away', 'from', 'scabbers', 'or', 'i', 'turn', 'it', 'into', 'a', 'tea', 'cozy'];['keep', 'beast', 'away', 'scabbers', 'turn', 'tea', 'cozy']
Hermione;It's a cat, Ronald.;['it', 'a', 'cat', 'ronald'];['it', 'a', 'cat', 'ronald'];['cat', 'ronald']
Hermione;What do you expect?;['what', 'do', 'you', 'expect'];['what', 'do', 'you', 'expect'];['expect']
Hermione;It's in his nature.;['it', 'in', 'his', 'nature'];['it', 'in', 'his', 'nature'];['nature']
Ron;A cat? Is that what they told you?;['a', 'cat', 'is', 'that', 'what', 'they', 'told', 'you'];['a', 'cat', 'is', 'that', 'what', 'they', 'told', 'you'];['cat', 'told']
Ron;Looks like a pig with hair.;['looks', 'like', 'a', 'pig', 'with', 'hair'];['look', 'like', 'a', 'pig', 'with', 'hair'];['look', 'like', 'pig', 'hair']
Hermione;That's rich coming from the owner of that smelly old shoe brush.;['that', 'rich', 'coming', 'from', 'the', 'owner', 'of', 'that', 'smelly', 'old', 'shoe', 'brush'];['that', 'rich', 'coming', 'from', 'the', 'owner', 'of', 'that', 'smelly', 'old', 'shoe', 'brush'];['rich', 'coming', 'owner', 'smelly', 'old', 'shoe', 'brush']
Hermione;Crookshanks, just ignore the mean little boy.;['crookshanks', 'just', 'ignore', 'the', 'mean', 'little', 'boy'];['crookshanks', 'just', 'ignore', 'the', 'mean', 'little', 'boy'];['crookshanks', 'ignore', 'mean', 'little', 'boy']
Ron;Harry.;['harry'];['harry'];['harry']
Hermione;Harry.;['harry'];['harry'];['harry']
Harry;Egypt. What's it like?;['egypt', 'what', 'it', 'like'];['egypt', 'what', 'it', 'like'];['egypt', 'like']
Ron;Brilliant. Loads of old stuff like mummies, tombs, even Scabbers enjoyed himself.;['brilliant', 'loads', 'of', 'old', 'stuff', 'like', 'mummies', 'tombs', 'even', 'scabbers', 'enjoyed', 'himself'];['brilliant', 'load', 'of', 'old', 'stuff', 'like', 'mummy', 'tomb', 'even', 'scabbers', 'enjoyed', 'himself'];['brilliant', 'load', 'old', 'stuff', 'like', 'mummy', 'tomb', 'even', 'scabbers', 'enjoyed']
Hermione;Egyptians used to worship cats.;['egyptians', 'used', 'to', 'worship', 'cats'];['egyptian', 'used', 'to', 'worship', 'cat'];['egyptian', 'used', 'worship', 'cat']
Ron;Along with the dung beetle.;['along', 'with', 'the', 'dung', 'beetle'];['along', 'with', 'the', 'dung', 'beetle'];['along', 'dung', 'beetle']
George;Not flashing that clipping again?;['not', 'flashing', 'that', 'clipping', 'again'];['not', 'flashing', 'that', 'clipping', 'again'];['flashing', 'clipping']
Ron;I haven't shown anyone.;['i', 'have', 'shown', 'anyone'];['i', 'have', 'shown', 'anyone'];['shown', 'anyone']
George;No, not a soul.;['no', 'not', 'a', 'soul'];['no', 'not', 'a', 'soul'];['soul']
Fred;Not unless you count Tom.;['not', 'unless', 'you', 'count', 'tom'];['not', 'unless', 'you', 'count', 'tom'];['unless', 'count', 'tom']
George;The day maid.;['the', 'day', 'maid'];['the', 'day', 'maid'];['day', 'maid']
Fred;Night maid.;['night', 'maid'];['night', 'maid'];['night', 'maid']
George;Cook.;['cook'];['cook'];['cook']
Fred;The bloke who fixed the toilet.;['the', 'bloke', 'who', 'fixed', 'the', 'toilet'];['the', 'bloke', 'who', 'fixed', 'the', 'toilet'];['bloke', 'fixed', 'toilet']
Mrs. Weasley;Harry.;['harry'];['harry'];['harry']
Harry;Mrs. Weasley.;['weasley'];['weasley'];['weasley']
Mrs. Weasley;Good to see you, dear.;['good', 'to', 'see', 'you', 'dear'];['good', 'to', 'see', 'you', 'dear'];['good', 'dear']
Harry;Good to see you too.;['good', 'to', 'see', 'you', 'too'];['good', 'to', 'see', 'you', 'too'];['good']
Mrs. Weasley;Got everything?;['got', 'everything'];['got', 'everything'];['everything']
Harry;Yes.;['yes'];['yes'];[]
Mrs. Weasley;Yes? All your books?;['yes', 'all', 'your', 'books'];['yes', 'all', 'your', 'book'];['book']
Harry;It's all upstairs.;['it', 'all', 'upstairs'];['it', 'all', 'upstairs'];['upstairs']
Mrs. Weasley;All of your clothes?;['all', 'of', 'your', 'clothes'];['all', 'of', 'your', 'clothes'];['clothes']
Harry;Everything.;['everything'];['everything'];['everything']
Mrs. Weasley;Good boy.;['good', 'boy'];['good', 'boy'];['good', 'boy']
Harry;Thank you.;['thank', 'you'];['thank', 'you'];['thank']
Mr. Weasley;Harry Potter.;['harry', 'potter'];['harry', 'potter'];['harry', 'potter']
Harry;Mr. Weasley.;['weasley'];['weasley'];['weasley']
Mr. Weasley;Harry, wonder if I might have a word?;['harry', 'wonder', 'if', 'i', 'might', 'have', 'a', 'word'];['harry', 'wonder', 'if', 'i', 'might', 'have', 'a', 'word'];['harry', 'wonder', 'might', 'word']
Harry;Yeah, sure.;['yeah', 'sure'];['yeah', 'sure'];['yeah', 'sure']
Mr. Weasley;Hermione.;['hermione'];['hermione'];['hermione']
Hermione;Good morning, Mr. Weasley.;['good', 'morning', 'weasley'];['good', 'morning', 'weasley'];['good', 'morning', 'weasley']
Mr. Weasley;Looking forward to a new term?;['looking', 'forward', 'to', 'a', 'new', 'term'];['looking', 'forward', 'to', 'a', 'new', 'term'];['looking', 'forward', 'new', 'term']
Harry;Yeah. It should be great.;['yeah', 'it', 'should', 'be', 'great'];['yeah', 'it', 'should', 'be', 'great'];['yeah', 'great']
Mr. Weasley;Harry, some within the Ministry would strongly discourage me from divulging what I'm about to reveal to you.;['harry', 'some', 'within', 'the', 'ministry', 'would', 'strongly', 'discourage', 'me', 'from', 'divulging', 'what', 'i', 'about', 'to', 'reveal', 'to', 'you'];['harry', 'some', 'within', 'the', 'ministry', 'would', 'strongly', 'discourage', 'me', 'from', 'divulging', 'what', 'i', 'about', 'to', 'reveal', 'to', 'you'];['harry', 'within', 'ministry', 'would', 'strongly', 'discourage', 'divulging', 'reveal']
Mr. Weasley;But I think that you need to know the facts.;['but', 'i', 'think', 'that', 'you', 'need', 'to', 'know', 'the', 'facts'];['but', 'i', 'think', 'that', 'you', 'need', 'to', 'know', 'the', 'fact'];['think', 'need', 'fact']
Mr. Weasley;You are in danger.;['you', 'are', 'in', 'danger'];['you', 'are', 'in', 'danger'];['danger']
Mr. Weasley;Grave danger.;['grave', 'danger'];['grave', 'danger'];['grave', 'danger']
Harry;Has this anything to do with Sirius Black, sir?;['has', 'this', 'anything', 'to', 'do', 'with', 'sirius', 'black', 'sir'];['ha', 'this', 'anything', 'to', 'do', 'with', 'sirius', 'black', 'sir'];['anything', 'sirius', 'black', 'sir']
Mr. Weasley;What do you know about Sirius Black, Harry?;['what', 'do', 'you', 'know', 'about', 'sirius', 'black', 'harry'];['what', 'do', 'you', 'know', 'about', 'sirius', 'black', 'harry'];['sirius', 'black', 'harry']
Harry;Only that he's escaped from Azkaban.;['only', 'that', 'he', 'escaped', 'from', 'azkaban'];['only', 'that', 'he', 'escaped', 'from', 'azkaban'];['escaped', 'azkaban']
Mr. Weasley;Do you know why?;['do', 'you', 'know', 'why'];['do', 'you', 'know', 'why'];[]
Mr. Weasley;Thirteen years ago, when you stopped...;['thirteen', 'years', 'ago', 'when', 'you', 'stopped'];['thirteen', 'year', 'ago', 'when', 'you', 'stopped'];['thirteen', 'year', 'ago', 'stopped']
Harry;Voldemort.;['voldemort'];['voldemort'];['voldemort']
Mr. Weasley;Don't say his name.;['do', 'say', 'his', 'name'];['do', 'say', 'his', 'name'];['say', 'name']
Harry;Sorry.;['sorry'];['sorry'];['sorry']
Mr. Weasley;When you stopped You-Know-Who Black lost everything.;['when', 'you', 'stopped', 'black', 'lost', 'everything'];['when', 'you', 'stopped', 'black', 'lost', 'everything'];['stopped', 'black', 'lost', 'everything']
Mr. Weasley;But to this day, he still remains a faithful servant.;['but', 'to', 'this', 'day', 'he', 'still', 'remains', 'a', 'faithful', 'servant'];['but', 'to', 'this', 'day', 'he', 'still', 'remains', 'a', 'faithful', 'servant'];['day', 'still', 'remains', 'faithful', 'servant']
Mr. Weasley;And in his mind you are the only thing that stands in the way of You-Know-Who returning to power.;['and', 'in', 'his', 'mind', 'you', 'are', 'the', 'only', 'thing', 'that', 'stands', 'in', 'the', 'way', 'of', 'returning', 'to', 'power'];['and', 'in', 'his', 'mind', 'you', 'are', 'the', 'only', 'thing', 'that', 'stand', 'in', 'the', 'way', 'of', 'returning', 'to', 'power'];['mind', 'thing', 'stand', 'way', 'returning', 'power']
Mr. Weasley;And that is why he has escaped from Azkaban.;['and', 'that', 'is', 'why', 'he', 'has', 'escaped', 'from', 'azkaban'];['and', 'that', 'is', 'why', 'he', 'ha', 'escaped', 'from', 'azkaban'];['escaped', 'azkaban']
Mr. Weasley;To find you.;['to', 'find', 'you'];['to', 'find', 'you'];['find']
Harry;And kill me.;['and', 'kill', 'me'];['and', 'kill', 'me'];['kill']
Mr. Weasley;Harry, swear to me that whatever you might hear you won't go looking for Black.;['harry', 'swear', 'to', 'me', 'that', 'whatever', 'you', 'might', 'hear', 'you', 'wo', 'go', 'looking', 'for', 'black'];['harry', 'swear', 'to', 'me', 'that', 'whatever', 'you', 'might', 'hear', 'you', 'wo', 'go', 'looking', 'for', 'black'];['harry', 'swear', 'whatever', 'might', 'hear', 'wo', 'looking', 'black']
Harry;Mr. Weasley why would I go looking for someone who wants to kill me?;['weasley', 'why', 'would', 'i', 'go', 'looking', 'for', 'someone', 'who', 'wants', 'to', 'kill', 'me'];['weasley', 'why', 'would', 'i', 'go', 'looking', 'for', 'someone', 'who', 'want', 'to', 'kill', 'me'];['weasley', 'would', 'looking', 'someone', 'want', 'kill']
Mrs. Weasley;Quick. Quick.;['quick', 'quick'];['quick', 'quick'];['quick', 'quick']
Mrs. Weasley;Ron, Ron!;['ron', 'ron'];['ron', 'ron'];['ron', 'ron']
Mrs. Weasley;Oh, for goodness' sake!;['oh', 'for', 'goodness', 'sake'];['oh', 'for', 'goodness', 'sake'];['oh', 'goodness', 'sake']
Mrs. Weasley;Don't lose him!;['do', 'lose', 'him'];['do', 'lose', 'him'];['lose']
Harry;I didn't mean to blow her up. I just...I lost control.;['i', 'did', 'mean', 'to', 'blow', 'her', 'up', 'i', 'just', 'i', 'lost', 'control'];['i', 'did', 'mean', 'to', 'blow', 'her', 'up', 'i', 'just', 'i', 'lost', 'control'];['mean', 'blow', 'lost', 'control']
Ron;Brilliant.;['brilliant'];['brilliant'];['brilliant']
Hermione;Honestly, Ron, it's not funny.;['honestly', 'ron', 'it', 'not', 'funny'];['honestly', 'ron', 'it', 'not', 'funny'];['honestly', 'ron', 'funny']
Hermione;Harry was lucky not to be expelled.;['harry', 'was', 'lucky', 'not', 'to', 'be', 'expelled'];['harry', 'wa', 'lucky', 'not', 'to', 'be', 'expelled'];['harry', 'lucky', 'expelled']
Harry;I was lucky not to be arrested actually.;['i', 'was', 'lucky', 'not', 'to', 'be', 'arrested', 'actually'];['i', 'wa', 'lucky', 'not', 'to', 'be', 'arrested', 'actually'];['lucky', 'arrested', 'actually']
Ron;I still think it was brilliant.;['i', 'still', 'think', 'it', 'was', 'brilliant'];['i', 'still', 'think', 'it', 'wa', 'brilliant'];['still', 'think', 'brilliant']
Hermione;Come on. Everywhere else is full;['come', 'on', 'everywhere', 'else', 'is', 'full'];['come', 'on', 'everywhere', 'else', 'is', 'full'];['everywhere', 'else', 'full']
Ron;Who do you think that is?;['who', 'do', 'you', 'think', 'that', 'is'];['who', 'do', 'you', 'think', 'that', 'is'];['think']
Hermione;Professor R.J. Lupin.;['professor', 'lupin'];['professor', 'lupin'];['professor', 'lupin']
Ron;Do you know everything?;['do', 'you', 'know', 'everything'];['do', 'you', 'know', 'everything'];['everything']
Ron;How is it she knows everything?;['how', 'is', 'it', 'she', 'knows', 'everything'];['how', 'is', 'it', 'she', 'know', 'everything'];['everything']
Hermione;It's on his suitcase, Ronald.;['it', 'on', 'his', 'suitcase', 'ronald'];['it', 'on', 'his', 'suitcase', 'ronald'];['suitcase', 'ronald']
Ron;Oh.;['oh'];['oh'];['oh']
Harry;Do you think he's really asleep?;['do', 'you', 'think', 'he', 'really', 'asleep'];['do', 'you', 'think', 'he', 'really', 'asleep'];['think', 'really', 'asleep']
Hermione;Seems to be. Why?;['seems', 'to', 'be', 'why'];['seems', 'to', 'be', 'why'];['seems']
Harry;I gotta tell you something.;['i', 'got', 'ta', 'tell', 'you', 'something'];['i', 'got', 'ta', 'tell', 'you', 'something'];['ta', 'tell', 'something']
Ron;Let me get this straight.;['let', 'me', 'get', 'this', 'straight'];['let', 'me', 'get', 'this', 'straight'];['let', 'straight']
Ron;Sirius Black escaped from Azkaban to come after you?;['sirius', 'black', 'escaped', 'from', 'azkaban', 'to', 'come', 'after', 'you'];['sirius', 'black', 'escaped', 'from', 'azkaban', 'to', 'come', 'after', 'you'];['sirius', 'black', 'escaped', 'azkaban']
Harry;Yeah.;['yeah'];['yeah'];['yeah']
Hermione;But they'll catch Black, won't they?;['but', 'they', 'catch', 'black', 'wo', 'they'];['but', 'they', 'catch', 'black', 'wo', 'they'];['catch', 'black', 'wo']
Hermione;I mean, everyone's looking for him.;['i', 'mean', 'everyone', 'looking', 'for', 'him'];['i', 'mean', 'everyone', 'looking', 'for', 'him'];['mean', 'everyone', 'looking']
Ron;Sure.;['sure'];['sure'];['sure']
Ron;Except no one's ever broken out of Azkaban before and he's a murderous, raving lunatic.;['except', 'no', 'one', 'ever', 'broken', 'out', 'of', 'azkaban', 'before', 'and', 'he', 'a', 'murderous', 'raving', 'lunatic'];['except', 'no', 'one', 'ever', 'broken', 'out', 'of', 'azkaban', 'before', 'and', 'he', 'a', 'murderous', 'raving', 'lunatic'];['except', 'one', 'ever', 'broken', 'azkaban', 'murderous', 'raving', 'lunatic']
Harry;Thanks, Ron.;['thanks', 'ron'];['thanks', 'ron'];['thanks', 'ron']
Hermione;Why are we stopping?;['why', 'are', 'we', 'stopping'];['why', 'are', 'we', 'stopping'];['stopping']
Hermione;We can't be there yet.;['we', 'ca', 'be', 'there', 'yet'];['we', 'ca', 'be', 'there', 'yet'];['ca', 'yet']
Ron;What's going on?;['what', 'going', 'on'];['what', 'going', 'on'];['going']
Harry;I don't know.;['i', 'do', 'know'];['i', 'do', 'know'];[]
Harry;Maybe we've broken down.;['maybe', 'we', 'broken', 'down'];['maybe', 'we', 'broken', 'down'];['maybe', 'broken']
Hermione;Ouch, Ron. That was my foot.;['ouch', 'ron', 'that', 'was', 'my', 'foot'];['ouch', 'ron', 'that', 'wa', 'my', 'foot'];['ouch', 'ron', 'foot']
Ron;There's something moving out there.;['there', 'something', 'moving', 'out', 'there'];['there', 'something', 'moving', 'out', 'there'];['something', 'moving']
Ron;I think someone's coming aboard.;['i', 'think', 'someone', 'coming', 'aboard'];['i', 'think', 'someone', 'coming', 'aboard'];['think', 'someone', 'coming', 'aboard']
Ron;Bloody hell! What's happening?;['bloody', 'hell', 'what', 'happening'];['bloody', 'hell', 'what', 'happening'];['bloody', 'hell', 'happening']
Hermione;Harry.;['harry'];['harry'];['harry']
Hermione;Harry, are you all right?;['harry', 'are', 'you', 'all', 'right'];['harry', 'are', 'you', 'all', 'right'];['harry', 'right']
Harry;Thank you.;['thank', 'you'];['thank', 'you'];['thank']
Lupin;Here, eat this. It'll help.;['here', 'eat', 'this', 'it', 'help'];['here', 'eat', 'this', 'it', 'help'];['eat', 'help']
Lupin;It's all right. It's chocolate.;['it', 'all', 'right', 'it', 'chocolate'];['it', 'all', 'right', 'it', 'chocolate'];['right', 'chocolate']
Harry;What was that thing that came?;['what', 'was', 'that', 'thing', 'that', 'came'];['what', 'wa', 'that', 'thing', 'that', 'came'];['thing', 'came']
Lupin;It was a dementor. ;['it', 'was', 'a', 'dementor'];['it', 'wa', 'a', 'dementor'];['dementor']
Lupin;One of the guards of Azkaban. It's gone now.;['one', 'of', 'the', 'guards', 'of', 'azkaban', 'it', 'gone', 'now'];['one', 'of', 'the', 'guard', 'of', 'azkaban', 'it', 'gone', 'now'];['one', 'guard', 'azkaban', 'gone']
Lupin;It was searching the train for Sirius Black.;['it', 'was', 'searching', 'the', 'train', 'for', 'sirius', 'black'];['it', 'wa', 'searching', 'the', 'train', 'for', 'sirius', 'black'];['searching', 'train', 'sirius', 'black']
Lupin;If you'll excuse me, I need to have a little word with the driver.;['if', 'you', 'excuse', 'me', 'i', 'need', 'to', 'have', 'a', 'little', 'word', 'with', 'the', 'driver'];['if', 'you', 'excuse', 'me', 'i', 'need', 'to', 'have', 'a', 'little', 'word', 'with', 'the', 'driver'];['excuse', 'need', 'little', 'word', 'driver']
Lupin;Eat. You'll feel better.;['eat', 'you', 'feel', 'better'];['eat', 'you', 'feel', 'better'];['eat', 'feel', 'better']
Harry;What happened to me?;['what', 'happened', 'to', 'me'];['what', 'happened', 'to', 'me'];['happened']
Ron;Well, you sort of went rigid.;['well', 'you', 'sort', 'of', 'went', 'rigid'];['well', 'you', 'sort', 'of', 'went', 'rigid'];['well', 'sort', 'went', 'rigid']
Ron;We thought maybe you were having a fit or something.;['we', 'thought', 'maybe', 'you', 'were', 'having', 'a', 'fit', 'or', 'something'];['we', 'thought', 'maybe', 'you', 'were', 'having', 'a', 'fit', 'or', 'something'];['thought', 'maybe', 'fit', 'something']
Harry;And did either of you two you know pass out?;['and', 'did', 'either', 'of', 'you', 'two', 'you', 'know', 'pass', 'out'];['and', 'did', 'either', 'of', 'you', 'two', 'you', 'know', 'pas', 'out'];['either', 'two', 'pas']
Ron;No.;['no'];['no'];[]
Ron;I felt weird, though.;['i', 'felt', 'weird', 'though'];['i', 'felt', 'weird', 'though'];['felt', 'weird', 'though']
Ron;Like I'd never be cheerful again.;['like', 'i', 'never', 'be', 'cheerful', 'again'];['like', 'i', 'never', 'be', 'cheerful', 'again'];['like', 'never', 'cheerful']
Harry;But someone was screaming.;['but', 'someone', 'was', 'screaming'];['but', 'someone', 'wa', 'screaming'];['someone', 'screaming']
Harry;A woman.;['a', 'woman'];['a', 'woman'];['woman']
Hermione;No one was screaming, Harry.;['no', 'one', 'was', 'screaming', 'harry'];['no', 'one', 'wa', 'screaming', 'harry'];['one', 'screaming', 'harry']
Dumbledore;Welcome! Welcome to another year at Hogwarts.;['welcome', 'welcome', 'to', 'another', 'year', 'at', 'hogwarts'];['welcome', 'welcome', 'to', 'another', 'year', 'at', 'hogwarts'];['welcome', 'welcome', 'another', 'year', 'hogwarts']
Dumbledore;Now, I'd like to say a few words before we all become too befuddled by our excellent feast.;['now', 'i', 'like', 'to', 'say', 'a', 'few', 'words', 'before', 'we', 'all', 'become', 'too', 'befuddled', 'by', 'our', 'excellent', 'feast'];['now', 'i', 'like', 'to', 'say', 'a', 'few', 'word', 'before', 'we', 'all', 'become', 'too', 'befuddled', 'by', 'our', 'excellent', 'feast'];['like', 'say', 'word', 'become', 'befuddled', 'excellent', 'feast']
Dumbledore;First, I'm pleased to welcome Professor R.J. Lupin who's kindly consented to fill the post of Defense Against the Dark Arts teacher.;['first', 'i', 'pleased', 'to', 'welcome', 'professor', 'lupin', 'who', 'kindly', 'consented', 'to', 'fill', 'the', 'post', 'of', 'defense', 'against', 'the', 'dark', 'arts', 'teacher'];['first', 'i', 'pleased', 'to', 'welcome', 'professor', 'lupin', 'who', 'kindly', 'consented', 'to', 'fill', 'the', 'post', 'of', 'defense', 'against', 'the', 'dark', 'art', 'teacher'];['first', 'pleased', 'welcome', 'professor', 'lupin', 'kindly', 'consented', 'fill', 'post', 'defense', 'dark', 'art', 'teacher']
