Character;Sentence;Sentence_tokenized;Sentence_lemmatized;Sentence_cleared
Petunia;My mother and father were so proud the day she got her letter.;['my', 'mother', 'and', 'father', 'were', 'so', 'proud', 'the', 'day', 'she', 'got', 'her', 'letter'];['my', 'mother', 'and', 'father', 'were', 'so', 'proud', 'the', 'day', 'she', 'got', 'her', 'letter'];['mother', 'father', 'proud', 'day', 'letter']
Petunia;We have a witch in the family.;['we', 'have', 'a', 'witch', 'in', 'the', 'family'];['we', 'have', 'a', 'witch', 'in', 'the', 'family'];['witch', 'family']
Petunia;Isn't it wonderful?;['is', 'it', 'wonderful'];['is', 'it', 'wonderful'];['wonderful']
Petunia;I was the only one to see her for what she was.;['i', 'was', 'the', 'only', 'one', 'to', 'see', 'her', 'for', 'what', 'she', 'was'];['i', 'wa', 'the', 'only', 'one', 'to', 'see', 'her', 'for', 'what', 'she', 'wa'];['one']
Petunia;A freak!;['a', 'freak'];['a', 'freak'];['freak']
Petunia;Then she met that Potter, and then she had you...;['then', 'she', 'met', 'that', 'potter', 'and', 'then', 'she', 'had', 'you'];['then', 'she', 'met', 'that', 'potter', 'and', 'then', 'she', 'had', 'you'];['met', 'potter']
Petunia;and I knew you would be the same.;['and', 'i', 'knew', 'you', 'would', 'be', 'the', 'same'];['and', 'i', 'knew', 'you', 'would', 'be', 'the', 'same'];['knew', 'would']
Petunia;Just as strange, just as abnormal.;['just', 'as', 'strange', 'just', 'as', 'abnormal'];['just', 'a', 'strange', 'just', 'a', 'abnormal'];['strange', 'abnormal']
Petunia;And then, if you please, she went and got herself blown up!;['and', 'then', 'if', 'you', 'please', 'she', 'went', 'and', 'got', 'herself', 'blown', 'up'];['and', 'then', 'if', 'you', 'please', 'she', 'went', 'and', 'got', 'herself', 'blown', 'up'];['please', 'went', 'blown']
Petunia;And we got landed with you.;['and', 'we', 'got', 'landed', 'with', 'you'];['and', 'we', 'got', 'landed', 'with', 'you'];['landed']
Harry;Blown up?;['blown', 'up'];['blown', 'up'];['blown']
Harry;You told me my parents died in a car crash.;['you', 'told', 'me', 'my', 'parents', 'died', 'in', 'a', 'car', 'crash'];['you', 'told', 'me', 'my', 'parent', 'died', 'in', 'a', 'car', 'crash'];['told', 'parent', 'died', 'car', 'crash']
Hagrid;A car crash? ;['a', 'car', 'crash'];['a', 'car', 'crash'];['car', 'crash']
Hagrid;A car crash killed Lily and James Potter?;['a', 'car', 'crash', 'killed', 'lily', 'and', 'james', 'potter'];['a', 'car', 'crash', 'killed', 'lily', 'and', 'james', 'potter'];['car', 'crash', 'killed', 'lily', 'james', 'potter']
Petunia;We had to say something.;['we', 'had', 'to', 'say', 'something'];['we', 'had', 'to', 'say', 'something'];['say', 'something']
Hagrid;It's an outrage!;['it', 'an', 'outrage'];['it', 'an', 'outrage'];['outrage']
Hagrid;It's a scandal!;['it', 'a', 'scandal'];['it', 'a', 'scandal'];['scandal']
Vernon;He'll not be going.;['he', 'not', 'be', 'going'];['he', 'not', 'be', 'going'];['going']
Hagrid;Oh, and I suppose a great Muggle like yourself's going to stop him, are you?;['oh', 'and', 'i', 'suppose', 'a', 'great', 'muggle', 'like', 'yourself', 'going', 'to', 'stop', 'him', 'are', 'you'];['oh', 'and', 'i', 'suppose', 'a', 'great', 'muggle', 'like', 'yourself', 'going', 'to', 'stop', 'him', 'are', 'you'];['oh', 'suppose', 'great', 'muggle', 'like', 'going', 'stop']
Harry;Muggle?;['muggle'];['muggle'];['muggle']
Hagrid;Non-magic folk.;['folk'];['folk'];['folk']
Hagrid;This boy's had his name down ever since he were born.;['this', 'boy', 'had', 'his', 'name', 'down', 'ever', 'since', 'he', 'were', 'born'];['this', 'boy', 'had', 'his', 'name', 'down', 'ever', 'since', 'he', 'were', 'born'];['boy', 'name', 'ever', 'since', 'born']
Hagrid;He's going to the finest school of witchcraft and wizardry in the world and...;['he', 'going', 'to', 'the', 'finest', 'school', 'of', 'witchcraft', 'and', 'wizardry', 'in', 'the', 'world', 'and'];['he', 'going', 'to', 'the', 'finest', 'school', 'of', 'witchcraft', 'and', 'wizardry', 'in', 'the', 'world', 'and'];['going', 'finest', 'school', 'witchcraft', 'wizardry', 'world']
Hagrid;he'll be under the finest headmaster that Hogwarts has ever seen, Albus Dumbledore.;['he', 'be', 'under', 'the', 'finest', 'headmaster', 'that', 'hogwarts', 'has', 'ever', 'seen', 'albus', 'dumbledore'];['he', 'be', 'under', 'the', 'finest', 'headmaster', 'that', 'hogwarts', 'ha', 'ever', 'seen', 'albus', 'dumbledore'];['finest', 'headmaster', 'hogwarts', 'ever', 'seen', 'albus', 'dumbledore']
Vernon;I will not pay to have some crackpot old fool teach him magic tricks.;['i', 'will', 'not', 'pay', 'to', 'have', 'some', 'crackpot', 'old', 'fool', 'teach', 'him', 'magic', 'tricks'];['i', 'will', 'not', 'pay', 'to', 'have', 'some', 'crackpot', 'old', 'fool', 'teach', 'him', 'magic', 'trick'];['pay', 'crackpot', 'old', 'fool', 'teach', 'magic', 'trick']
Hagrid;Never insult Albus Dumbledore in front of me.;['never', 'insult', 'albus', 'dumbledore', 'in', 'front', 'of', 'me'];['never', 'insult', 'albus', 'dumbledore', 'in', 'front', 'of', 'me'];['never', 'insult', 'albus', 'dumbledore', 'front']
Hagrid;Oh, um, I'd appreciate it if you didn't tell anyone at Hogwarts about that.;['oh', 'um', 'i', 'appreciate', 'it', 'if', 'you', 'did', 'tell', 'anyone', 'at', 'hogwarts', 'about', 'that'];['oh', 'um', 'i', 'appreciate', 'it', 'if', 'you', 'did', 'tell', 'anyone', 'at', 'hogwarts', 'about', 'that'];['oh', 'um', 'appreciate', 'tell', 'anyone', 'hogwarts']
Hagrid;Strickly speaking, I'm not allowed to do magic.;['strickly', 'speaking', 'i', 'not', 'allowed', 'to', 'do', 'magic'];['strickly', 'speaking', 'i', 'not', 'allowed', 'to', 'do', 'magic'];['strickly', 'speaking', 'allowed', 'magic']
Harry;Okay.;['okay'];['okay'];['okay']
Hagrid;Ooh, We're a bit behind schedule.;['ooh', 'we', 'a', 'bit', 'behind', 'schedule'];['ooh', 'we', 'a', 'bit', 'behind', 'schedule'];['ooh', 'bit', 'behind', 'schedule']
Hagrid;Best be off.;['best', 'be', 'off'];['best', 'be', 'off'];['best']
Hagrid;Unless you'd rather stay, of course.;['unless', 'you', 'rather', 'stay', 'of', 'course'];['unless', 'you', 'rather', 'stay', 'of', 'course'];['unless', 'rather', 'stay', 'course']
Harry;First year's students will require three sets of plain work robes one wand.;['first', 'year', 'students', 'will', 'require', 'three', 'sets', 'of', 'plain', 'work', 'robes', 'one', 'wand'];['first', 'year', 'student', 'will', 'require', 'three', 'set', 'of', 'plain', 'work', 'robe', 'one', 'wand'];['first', 'year', 'student', 'require', 'three', 'set', 'plain', 'work', 'robe', 'one', 'wand']
Hagrid;Essential bit of equipment, Harry.;['essential', 'bit', 'of', 'equipment', 'harry'];['essential', 'bit', 'of', 'equipment', 'harry'];['essential', 'bit', 'equipment', 'harry']
Harry;One pair of dragon hide gloves.;['one', 'pair', 'of', 'dragon', 'hide', 'gloves'];['one', 'pair', 'of', 'dragon', 'hide', 'glove'];['one', 'pair', 'dragon', 'hide', 'glove']
Harry;Hagrid, Do they mean from a real dragon?;['hagrid', 'do', 'they', 'mean', 'from', 'a', 'real', 'dragon'];['hagrid', 'do', 'they', 'mean', 'from', 'a', 'real', 'dragon'];['hagrid', 'mean', 'real', 'dragon']
Hagrid;They don't mean a penguin, do they?;['they', 'do', 'mean', 'a', 'penguin', 'do', 'they'];['they', 'do', 'mean', 'a', 'penguin', 'do', 'they'];['mean', 'penguin']
Hagrid;Crikey. I'd love a dragon.;['crikey', 'i', 'love', 'a', 'dragon'];['crikey', 'i', 'love', 'a', 'dragon'];['crikey', 'love', 'dragon']
Harry;You'd like a dragon?;['you', 'like', 'a', 'dragon'];['you', 'like', 'a', 'dragon'];['like', 'dragon']
Hagrid;Vastly misunderstood beasts, Harry.;['vastly', 'misunderstood', 'beasts', 'harry'];['vastly', 'misunderstood', 'beast', 'harry'];['vastly', 'misunderstood', 'beast', 'harry']
Hagrid;Vastly misunderstood.;['vastly', 'misunderstood'];['vastly', 'misunderstood'];['vastly', 'misunderstood']
Harry;All students must be equipped with one standard size 2 pewter cauldron and may bring, if they desire, either an owl, a cat or a toad.;['all', 'students', 'must', 'be', 'equipped', 'with', 'one', 'standard', 'size', 'pewter', 'cauldron', 'and', 'may', 'bring', 'if', 'they', 'desire', 'either', 'an', 'owl', 'a', 'cat', 'or', 'a', 'toad'];['all', 'student', 'must', 'be', 'equipped', 'with', 'one', 'standard', 'size', 'pewter', 'cauldron', 'and', 'may', 'bring', 'if', 'they', 'desire', 'either', 'an', 'owl', 'a', 'cat', 'or', 'a', 'toad'];['student', 'must', 'equipped', 'one', 'standard', 'size', 'pewter', 'cauldron', 'may', 'bring', 'desire', 'either', 'owl', 'cat', 'toad']
Harry;Can we find all this in London?;['can', 'we', 'find', 'all', 'this', 'in', 'london'];['can', 'we', 'find', 'all', 'this', 'in', 'london'];['find', 'london']
Hagrid;If you know where to go.;['if', 'you', 'know', 'where', 'to', 'go'];['if', 'you', 'know', 'where', 'to', 'go'];[]
Barkeeper Tom;Ah, Hagrid! The usual, I presume?;['ah', 'hagrid', 'the', 'usual', 'i', 'presume'];['ah', 'hagrid', 'the', 'usual', 'i', 'presume'];['ah', 'hagrid', 'usual', 'presume']
Hagrid;No, thanks, Tom.;['no', 'thanks', 'tom'];['no', 'thanks', 'tom'];['thanks', 'tom']
Hagrid;I'm on official Hogwarts business.;['i', 'on', 'official', 'hogwarts', 'business'];['i', 'on', 'official', 'hogwarts', 'business'];['official', 'hogwarts', 'business']
Hagrid;Just helping young Harry here buy his school supplies.;['just', 'helping', 'young', 'harry', 'here', 'buy', 'his', 'school', 'supplies'];['just', 'helping', 'young', 'harry', 'here', 'buy', 'his', 'school', 'supply'];['helping', 'young', 'harry', 'buy', 'school', 'supply']
Barkeeper Tom;Bless my soul.;['bless', 'my', 'soul'];['bless', 'my', 'soul'];['bless', 'soul']
Barkeeper Tom;It's Harry Potter!;['it', 'harry', 'potter'];['it', 'harry', 'potter'];['harry', 'potter']
Man;Welcome back, Mr. Potter.;['welcome', 'back', 'potter'];['welcome', 'back', 'potter'];['welcome', 'back', 'potter']
Man;Welcome back.;['welcome', 'back'];['welcome', 'back'];['welcome', 'back']
Witch;Doris Crockford, Mr Potter.;['doris', 'crockford', 'mr', 'potter'];['doris', 'crockford', 'mr', 'potter'];['doris', 'crockford', 'mr', 'potter']
Witch;I can't believe I'm meeting you at last.;['i', 'ca', 'believe', 'i', 'meeting', 'you', 'at', 'last'];['i', 'ca', 'believe', 'i', 'meeting', 'you', 'at', 'last'];['ca', 'believe', 'meeting', 'last']
Quirrell;Harry Potter. Can't tell you how pleased I am to meet you.;['harry', 'potter', 'ca', 'tell', 'you', 'how', 'pleased', 'i', 'am', 'to', 'meet', 'you'];['harry', 'potter', 'ca', 'tell', 'you', 'how', 'pleased', 'i', 'am', 'to', 'meet', 'you'];['harry', 'potter', 'ca', 'tell', 'pleased', 'meet']
Hagrid;Hello, professor. I didn't see you there.;['hello', 'professor', 'i', 'did', 'see', 'you', 'there'];['hello', 'professor', 'i', 'did', 'see', 'you', 'there'];['hello', 'professor']
Hagrid;Harry, This is Professor Quirrell. ;['harry', 'this', 'is', 'professor', 'quirrell'];['harry', 'this', 'is', 'professor', 'quirrell'];['harry', 'professor', 'quirrell']
Hagrid;He will be your Defense Against the Dark Arts teacher at Hogwarts;['he', 'will', 'be', 'your', 'defense', 'against', 'the', 'dark', 'arts', 'teacher', 'at', 'hogwarts'];['he', 'will', 'be', 'your', 'defense', 'against', 'the', 'dark', 'art', 'teacher', 'at', 'hogwarts'];['defense', 'dark', 'art', 'teacher', 'hogwarts']
Harry;Oh, nice to meet you.;['oh', 'nice', 'to', 'meet', 'you'];['oh', 'nice', 'to', 'meet', 'you'];['oh', 'nice', 'meet']
Quirrell;Fearfully fascinating subject.;['fearfully', 'fascinating', 'subject'];['fearfully', 'fascinating', 'subject'];['fearfully', 'fascinating', 'subject']
Quirrell;Not that you need it, eh, Potter?;['not', 'that', 'you', 'need', 'it', 'eh', 'potter'];['not', 'that', 'you', 'need', 'it', 'eh', 'potter'];['need', 'eh', 'potter']
Hagrid;Yes, well, must be going now.;['yes', 'well', 'must', 'be', 'going', 'now'];['yes', 'well', 'must', 'be', 'going', 'now'];['well', 'must', 'going']
Hagrid;Lots to buy.;['lots', 'to', 'buy'];['lot', 'to', 'buy'];['lot', 'buy']
Harry;Goodbye.;['goodbye'];['goodbye'];['goodbye']
Hagrid;See, Harry? You're famous.;['see', 'harry', 'you', 'famous'];['see', 'harry', 'you', 'famous'];['harry', 'famous']
Harry;But why am I famous, Hagrid?;['but', 'why', 'am', 'i', 'famous', 'hagrid'];['but', 'why', 'am', 'i', 'famous', 'hagrid'];['famous', 'hagrid']
Harry;All those people back there, how is it they know who I am?;['all', 'those', 'people', 'back', 'there', 'how', 'is', 'it', 'they', 'know', 'who', 'i', 'am'];['all', 'those', 'people', 'back', 'there', 'how', 'is', 'it', 'they', 'know', 'who', 'i', 'am'];['people', 'back']
Hagrid;I'm not sure I'm exactly the right person to tell you that, Harry.;['i', 'not', 'sure', 'i', 'exactly', 'the', 'right', 'person', 'to', 'tell', 'you', 'that', 'harry'];['i', 'not', 'sure', 'i', 'exactly', 'the', 'right', 'person', 'to', 'tell', 'you', 'that', 'harry'];['sure', 'exactly', 'right', 'person', 'tell', 'harry']
Hagrid;Welcome, Harry, to Diagon Alley.;['welcome', 'harry', 'to', 'diagon', 'alley'];['welcome', 'harry', 'to', 'diagon', 'alley'];['welcome', 'harry', 'diagon', 'alley']
Hagrid;Here's where you'll get your quills and your ink.;['here', 'where', 'you', 'get', 'your', 'quills', 'and', 'your', 'ink'];['here', 'where', 'you', 'get', 'your', 'quill', 'and', 'your', 'ink'];['quill', 'ink']
Hagrid;And over there, all your bits and bobs for doing your wizardry.;['and', 'over', 'there', 'all', 'your', 'bits', 'and', 'bobs', 'for', 'doing', 'your', 'wizardry'];['and', 'over', 'there', 'all', 'your', 'bit', 'and', 'bob', 'for', 'doing', 'your', 'wizardry'];['bit', 'bob', 'wizardry']
Boy;It's a world-class racing broom.;['it', 'a', 'racing', 'broom'];['it', 'a', 'racing', 'broom'];['racing', 'broom']
Boy;Look at it! The new Nimbus 2000!;['look', 'at', 'it', 'the', 'new', 'nimbus'];['look', 'at', 'it', 'the', 'new', 'nimbus'];['look', 'new', 'nimbus']
Boy;It's the fastest model yet.;['it', 'the', 'fastest', 'model', 'yet'];['it', 'the', 'fastest', 'model', 'yet'];['fastest', 'model', 'yet']
Harry;But, Hagrid, how am I to pay for all this?;['but', 'hagrid', 'how', 'am', 'i', 'to', 'pay', 'for', 'all', 'this'];['but', 'hagrid', 'how', 'am', 'i', 'to', 'pay', 'for', 'all', 'this'];['hagrid', 'pay']
Harry;I haven't any money.;['i', 'have', 'any', 'money'];['i', 'have', 'any', 'money'];['money']
Hagrid;Well there's your money, Harry.;['well', 'there', 'your', 'money', 'harry'];['well', 'there', 'your', 'money', 'harry'];['well', 'money', 'harry']
Hagrid;Gringotts, the wizard bank.;['gringotts', 'the', 'wizard', 'bank'];['gringotts', 'the', 'wizard', 'bank'];['gringotts', 'wizard', 'bank']
Hagrid;Ain't no safer place, not one.;['ai', 'no', 'safer', 'place', 'not', 'one'];['ai', 'no', 'safer', 'place', 'not', 'one'];['ai', 'safer', 'place', 'one']
Hagrid;Except perhaps Hogwarts.;['except', 'perhaps', 'hogwarts'];['except', 'perhaps', 'hogwarts'];['except', 'perhaps', 'hogwarts']
Harry;Hagrid, what exactly are these things?;['hagrid', 'what', 'exactly', 'are', 'these', 'things'];['hagrid', 'what', 'exactly', 'are', 'these', 'thing'];['hagrid', 'exactly', 'thing']
Hagrid;They're goblins, Harry.;['they', 'goblins', 'harry'];['they', 'goblin', 'harry'];['goblin', 'harry']
Hagrid;Clever as they come goblins but not the most friendly of beasts.;['clever', 'as', 'they', 'come', 'goblins', 'but', 'not', 'the', 'most', 'friendly', 'of', 'beasts'];['clever', 'a', 'they', 'come', 'goblin', 'but', 'not', 'the', 'most', 'friendly', 'of', 'beast'];['clever', 'goblin', 'friendly', 'beast']
Hagrid;Best stay close.;['best', 'stay', 'close'];['best', 'stay', 'close'];['best', 'stay', 'close']
Hagrid;Mr. Harry Potter wishes to make a withdrawal.;['harry', 'potter', 'wishes', 'to', 'make', 'a', 'withdrawal'];['harry', 'potter', 'wish', 'to', 'make', 'a', 'withdrawal'];['harry', 'potter', 'wish', 'make', 'withdrawal']
Goblin;And does Mr. Harry Potter have his key?;['and', 'does', 'harry', 'potter', 'have', 'his', 'key'];['and', 'doe', 'harry', 'potter', 'have', 'his', 'key'];['doe', 'harry', 'potter', 'key']
Hagrid;Oh, Wait a minute.;['oh', 'wait', 'a', 'minute'];['oh', 'wait', 'a', 'minute'];['oh', 'wait', 'minute']
Hagrid;Got it here somewhere.;['got', 'it', 'here', 'somewhere'];['got', 'it', 'here', 'somewhere'];['somewhere']
Hagrid;Ha! Here's the little devil.;['ha', 'here', 'the', 'little', 'devil'];['ha', 'here', 'the', 'little', 'devil'];['little', 'devil']
Hagrid;Oh, and there's something else as well.;['oh', 'and', 'there', 'something', 'else', 'as', 'well'];['oh', 'and', 'there', 'something', 'else', 'a', 'well'];['oh', 'something', 'else', 'well']
Hagrid;Professor Dumbledore gave me this.;['professor', 'dumbledore', 'gave', 'me', 'this'];['professor', 'dumbledore', 'gave', 'me', 'this'];['professor', 'dumbledore', 'gave']
Hagrid;It's about You-Know-What in vault you-know-which.;['it', 'about', 'in', 'vault'];['it', 'about', 'in', 'vault'];['vault']
Goblin;Very well.;['very', 'well'];['very', 'well'];['well']
Griphook;Vault 687.;['vault'];['vault'];['vault']
Griphook;Lamp, please.;['lamp', 'please'];['lamp', 'please'];['lamp', 'please']
Griphook;Key, please.;['key', 'please'];['key', 'please'];['key', 'please']
Hagrid;Didn't think your mum and dad will leave you with nothing, now did ya?;['did', 'think', 'your', 'mum', 'and', 'dad', 'will', 'leave', 'you', 'with', 'nothing', 'now', 'did', 'ya'];['did', 'think', 'your', 'mum', 'and', 'dad', 'will', 'leave', 'you', 'with', 'nothing', 'now', 'did', 'ya'];['think', 'mum', 'dad', 'leave', 'nothing', 'ya']
Griphook;Vault 713.;['vault'];['vault'];['vault']
Harry;What's in there, Hagrid?;['what', 'in', 'there', 'hagrid'];['what', 'in', 'there', 'hagrid'];['hagrid']
Hagrid;Can't tell you, Harry.;['ca', 'tell', 'you', 'harry'];['ca', 'tell', 'you', 'harry'];['ca', 'tell', 'harry']
Hagrid;Hogwarts business. Very secret.;['hogwarts', 'business', 'very', 'secret'];['hogwarts', 'business', 'very', 'secret'];['hogwarts', 'business', 'secret']
Griphook;Stand back.;['stand', 'back'];['stand', 'back'];['stand', 'back']
Hagrid;Best not to mention this to anyone, Harry.;['best', 'not', 'to', 'mention', 'this', 'to', 'anyone', 'harry'];['best', 'not', 'to', 'mention', 'this', 'to', 'anyone', 'harry'];['best', 'mention', 'anyone', 'harry']
Harry;I still need... a wand.;['i', 'still', 'need', 'a', 'wand'];['i', 'still', 'need', 'a', 'wand'];['still', 'need', 'wand']
Hagrid;A wand? Well, you'll want Ollivanders.;['a', 'wand', 'well', 'you', 'want', 'ollivanders'];['a', 'wand', 'well', 'you', 'want', 'ollivanders'];['wand', 'well', 'want', 'ollivanders']
Hagrid;There ain't no place better.;['there', 'ai', 'no', 'place', 'better'];['there', 'ai', 'no', 'place', 'better'];['ai', 'place', 'better']
